id,event_name,event_image,event_date_time,event_link
431,Running Online Events for Make Music Day UK,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101723788%2F237970368085%2F1%2Foriginal.20200507-055005?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C104%2C1920%2C960&s=3943dd90e063f55686c725624b82b8ea,"Fri, Jun 5, 2020 3:30 AM MDT",https://www.eventbrite.co.uk/e/running-online-events-for-make-music-day-uk-tickets-106544688030?aff=ebdssbonlinesearch
432,Why Don't We Online Concert,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100565928%2F445656322898%2F1%2Foriginal.20200509-035524?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C35%2C900%2C450&s=033c93aaecb2bc196bcf85ce75c0432d,"Thu, Jun 18, 2020 5:00 AM MDT",https://www.eventbrite.co.uk/e/why-dont-we-online-concert-tickets-104811154986?aff=ebdssbonlinesearch
433,Jazz Under Construction,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101021964%2F243712084713%2F1%2Foriginal.20200514-224555?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C50%2C736%2C368&s=85ab93f6c53a429ac231b8e98357b127,"Fri, Jun 19, 2020 1:00 AM MDT",https://www.eventbrite.com/e/jazz-under-construction-tickets-105467145070?aff=ebdssbonlinesearch
434,F.S.Kelly Piano Music - CD launch,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101730122%2F211976436412%2F1%2Foriginal.20200524-140227?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=377%2C97%2C3378%2C1689&s=43a260aba616da3658aee8162d4962f0,"Sat, Jun 6, 2020 4:00 AM MDT",https://www.eventbrite.com/e/fskelly-piano-music-cd-launch-tickets-106562699904?aff=ebdssbonlinesearch
435,Reaching Out Online Meet-Up: June 2020,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101607432%2F67331742879%2F1%2Foriginal.20200507-153839?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C27%2C960%2C480&s=0f9259a9b86cfef4221559587502bf83,"Thu, Jun 18, 2020 3:30 AM MDT",https://www.eventbrite.co.uk/e/reaching-out-online-meet-up-june-2020-registration-106356144090?aff=ebdssbonlinesearch
436,Jazz at LACMA: Meet the Musicians - Roy Gaines & the Tuxedo Blues Orchestra,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102184376%2F243712084713%2F1%2Foriginal.20200529-160953?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C65%2C800%2C400&s=9c5060a98d665af38510df4d5fd33560,"Fri, Jun 5, 2020 1:00 AM MDT",https://www.eventbrite.com/e/jazz-at-lacma-meet-the-musicians-roy-gaines-the-tuxedo-blues-orchestra-tickets-107240745958?aff=ebdssbonlinesearch
437,Online Music Theory Sessions - Grade 2-3,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101627104%2F287847797083%2F1%2Foriginal.20200522-152921?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C112%2C1350%2C675&s=680912316ae00239d24e2412380fdd8e,"Fri, Jun 12, 2020 3:00 AM MDT",https://www.eventbrite.co.uk/e/online-music-theory-sessions-grade-2-3-tickets-106395949148?aff=ebdssbonlinesearch
438,"""What is Jazz Singing?"" Free Webinar",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101304090%2F242513035715%2F1%2Foriginal.20200519-034327?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=20%2C0%2C1200%2C600&s=6482df292f315040db9efbc696855b21,"Wed, Jun 3, 2020 6:00 AM MDT",https://www.eventbrite.hk/e/what-is-jazz-singing-free-webinar-registration-105916146044?aff=ebdssbonlinesearch
439,GarageBand Basics #1: Create Music Using Loops,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101587716%2F310194243846%2F1%2Foriginal.20200522-030554?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1%2C99%2C666%2C333&s=8e04a04ac36c3a722b9da159d96fcb75,"Mon, Jun 15, 2020 2:30 AM MDT",https://www.eventbrite.com.au/e/garageband-basics-1-create-music-using-loops-tickets-106311801460?aff=ebdssbonlinesearch
440,Online Music Theory Sessions - Grades 4-5,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101631716%2F287847797083%2F1%2Foriginal.20200522-161059?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C82%2C1050%2C525&s=32e56c1dc0e53a845aa0b3b923abba42,"Fri, Jun 12, 2020 4:00 AM MDT",https://www.eventbrite.co.uk/e/online-music-theory-sessions-grades-4-5-tickets-106402978172?aff=ebdssbonlinesearch
441,Interactive Story Workshops for Families: Music & Indian beatboxing,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100776604%2F300577283076%2F1%2Foriginal.20200512-153019?w=300&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C39%2C300%2C150&s=6b3262d5be3eb38c66c8d222a022d424,"Thu, Jun 25, 2020 4:00 AM MDT",https://www.eventbrite.com/e/interactive-story-workshops-for-families-music-indian-beatboxing-tickets-105104089160?aff=ebdssbonlinesearch
442,Los Chavos + Kopasetic - LIVE IN YA LOUNGE,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101963300%2F263745295384%2F1%2Foriginal.20200527-120457?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C31%2C1200%2C600&s=0e6c73f6a0dcb28f6eea93db4bd13905,"Sat, Jun 20, 2020 3:30 AM MDT",https://www.eventbrite.com.au/e/los-chavos-kopasetic-live-in-ya-lounge-tickets-106731665284?aff=ebdssbonlinesearch
443,ONLINE WORKSHOPTAG - Audio Engineering,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F85282565%2F221552880537%2F1%2Foriginal.20191221-071118?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=d6fecc1052b98ac052ee6a0f3edd8c90,"Sun, Jun 7, 2020 4:00 AM MDT",https://www.eventbrite.co.uk/e/online-workshoptag-audio-engineering-tickets-86988754707?aff=ebdssbonlinesearch
444,Music for Wellbeing: Chinese Flute and Free Flow Drawing,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102305162%2F140789058702%2F1%2Foriginal.20200531-212945?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C500%2C3000%2C1500&s=2670aeef66290e3841deec5ff9393132,"Fri, Jun 5, 2020 6:00 AM MDT",https://www.eventbrite.co.uk/e/music-for-wellbeing-chinese-flute-and-free-flow-drawing-tickets-107410373318?aff=ebdssbonlinesearch
445,Online Music Matters Workshops for parents and children aged 0-5 years (am),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100129240%2F6893757859%2F1%2Foriginal.20200504-144440?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=8f6109a66ce4882435d1ed6fc47c2dac,"Mon, Jun 1, 2020 3:00 AM MDT + 1 more event",https://www.eventbrite.co.uk/e/online-music-matters-workshops-for-parents-and-children-aged-0-5-years-am-tickets-104322306828?aff=ebdssbonlinesearch
446,Giant steps? Where next for jazz in the UK and Ireland?,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102169356%2F16972657725%2F1%2Foriginal.20200529-132328?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C438%2C4800%2C2400&s=0a0ddf8ba1657e1ef82a7b32f652777d,"Wed, Jun 24, 2020 6:30 AM MDT",https://www.eventbrite.co.uk/e/giant-steps-where-next-for-jazz-in-the-uk-and-ireland-tickets-107215863534?aff=ebdssbonlinesearch
447,World Fete Live,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102308896%2F434457125462%2F1%2Foriginal.20200531-230805?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=96a7730bd3035c5e5579816038a730fe,"Sat, Jun 27, 2020 5:00 AM MDT",https://www.eventbrite.com/e/world-fete-live-registration-106077265958?aff=ebdssbonlinesearch
448,Apprentice Nation:  2020 (Pre-Register),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F90800729%2F296248155838%2F1%2Foriginal.20191211-152655?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C468%2C5616%2C2808&s=f180a3629f1a479d611308abcb23923e,,https://www.eventbrite.co.uk/e/apprentice-nation-2020-pre-register-tickets-92880272395?aff=ebdssbonlinesearch
449,Rogue Opera - Weekly Friday Lunchtime Livestream,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100426376%2F287097218556%2F1%2Foriginal.20200507-140656?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C20%2C800%2C400&s=074b45da9017a963eb03d2eaaaef74a5,"Fri, Jun 5, 2020 5:00 AM MDT + 21 more events",https://www.eventbrite.co.uk/e/rogue-opera-weekly-friday-lunchtime-livestream-tickets-104649551626?aff=ebdssbonlinesearch
450,NBMs Kids Disco Party: DJ KitKat Kicks Off the Long Weekend!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102153094%2F221841195714%2F1%2Foriginal.20200529-075456?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C32%2C810%2C405&s=3cf83c6fa902c7b6191910c9f3cc89ef,"Fri, Jun 5, 2020 12:00 AM MDT",https://www.eventbrite.com.au/e/nbms-kids-disco-party-dj-kitkat-kicks-off-the-long-weekend-tickets-107191911894?aff=ebdssbonlinesearch
451,AHSS Online Public Research Lecture:,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101130180%2F226464220937%2F1%2Foriginal.20200516-061708?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C100%2C2000%2C1000&s=ea17625e044623a80d8b5a1b1b192da6,"Wed, Jun 10, 2020 5:30 AM MDT",https://www.eventbrite.co.uk/e/ahss-online-public-research-lecture-tickets-107069116610?aff=ebdssbonlinesearch
452,Livestream tonight 6 PM - 8 PM - Hollywood Real Thoughts + Obelia Waxwing,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101297124%2F429965015274%2F1%2Foriginal.20200519-013839?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=8b1b11ddeda3976710eb6e857dedb878,"Tue, Jun 16, 2020 2:00 AM MDT",https://www.eventbrite.com.au/e/livestream-tonight-6-pm-8-pm-hollywood-real-thoughts-obelia-waxwing-tickets-105619027354?aff=ebdssbonlinesearch
453,Satsang - Music and Meditation,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102188182%2F185671774749%2F1%2Foriginal.20200529-164726?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C160%2C2048%2C1024&s=873a5dcefd10ae1668b6e650822a0e3b,"Fri, Jun 5, 2020 3:00 AM MDT + 95 more events",https://www.eventbrite.com.au/e/satsang-music-and-meditation-tickets-105896934582?aff=ebdssbonlinesearch
454,Music Technology online workshops for children,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102325416%2F63939727827%2F1%2Foriginal.20200601-050516?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=b1eefc65c09cf9ad378ccd2bc81a6bca,"Mon, Jun 8, 2020 2:30 AM MDT + 9 more events",https://www.eventbrite.co.uk/e/music-technology-online-workshops-for-children-tickets-107244759964?aff=ebdssbonlinesearch
455,Mantra Music Meditation Live Stream,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101887496%2F266591574842%2F1%2Foriginal.20200526-164036?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=100%2C0%2C1440%2C720&s=8995af8cf7b767caf1bff42132cd8da1,"Wed, Jun 3, 2020 2:00 AM MDT + 19 more events",https://www.eventbrite.com.au/e/mantra-music-meditation-live-stream-tickets-107518635132?aff=ebdssbonlinesearch
456,Online Singalong Concert: The Telling in Retreat,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101886866%2F266591574842%2F1%2Foriginal.20200526-164036?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=100%2C0%2C1440%2C720&s=ffb0607714af319784cc64ad21afafa9,"Fri, Jun 12, 2020 4:00 AM MDT",https://www.eventbrite.co.uk/e/online-singalong-concert-the-telling-in-retreat-tickets-106793586492?aff=ebdssbonlinesearch
457,Online Lullaby Workshop: The Telling in Retreat,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102135924%2F443073422276%2F1%2Foriginal.20200529-002557?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C41%2C1920%2C960&s=4e9ab0aede1e9e98b5d60ba49e617e02,"Fri, Jun 5, 2020 4:00 AM MDT",https://www.eventbrite.co.uk/e/online-lullaby-workshop-the-telling-in-retreat-tickets-106793050890?aff=ebdssbonlinesearch
458,Happy Mag: What Your Community Can Do For You,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101700436%2F99784768917%2F1%2Foriginal.20200523-091910?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=198%2C0%2C1260%2C630&s=e30b3bd041f74a7d10493762d0192f56,"Wed, Jun 3, 2020 1:00 AM MDT",https://www.eventbrite.com.au/e/happy-mag-what-your-community-can-do-for-you-tickets-107160122812?aff=ebdssbonlinesearch
459,INvirolution Festival (digital Envirolution 2020),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99845398%2F173190387374%2F1%2Foriginal.20200430-055441?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1000%2C500&s=c52b1d77abee86a3584d0e47a58f84d6,"Sat, Jun 20, 2020 6:00 AM MDT",https://www.eventbrite.co.uk/e/invirolution-festival-digital-envirolution-2020-tickets-92480633063?aff=ebdssbonlinesearch
460,MOMENTUM 2020,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102164338%2F314104563812%2F1%2Foriginal.20200529-115742?w=510&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C50%2C510%2C255&s=2d3f3edb1d8462e99820870125c3836a,"Mon, Jun 8, 2020 6:00 AM MDT",https://www.eventbrite.com/e/momentum-2020-tickets-104007047880?aff=ebdssbonlinesearch
461,Teen Zoom Sing with Alan Leech of Chamber Choir Ireland,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102165424%2F314104563812%2F1%2Foriginal.20200529-121713?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C254%2C788%2C394&s=b7778942c9844a51e4c65b538e4283fd,"Sat, Jun 13, 2020 5:00 AM MDT",https://www.eventbrite.ie/e/teen-zoom-sing-with-alan-leech-of-chamber-choir-ireland-tickets-107208820468?aff=ebdssbonlinesearch
462,"Sing & Chime, it's Storytime with Triona",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101361782%2F132620323038%2F1%2Foriginal.20200519-180642?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C61%2C960%2C480&s=07b3ad7e16f73f6f3c1fa269571223d7,"Sat, Jun 13, 2020 4:00 AM MDT",https://www.eventbrite.ie/e/sing-chime-its-storytime-with-triona-tickets-107210645928?aff=ebdssbonlinesearch
463,Spark Your Songwriting- Online Songwriting Circle (Free Event),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102320316%2F172207750732%2F1%2Foriginal.20200601-025459?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C432%2C5184%2C2592&s=6e5df6c9313233cf456c1ea15379328b,"Tue, Jun 9, 2020 2:00 AM MDT",https://www.eventbrite.com.au/e/spark-your-songwriting-online-songwriting-circle-free-event-tickets-107510450652?aff=ebdssbonlinesearch
464,Spark Your Songwriting- Online Songwriting Circle (Free Event),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102320384%2F172207750732%2F1%2Foriginal.20200601-025459?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C432%2C5184%2C2592&s=0ce6f42ee5947367be7c394a116eaa5e,"Thu, Jun 11, 2020 2:00 AM MDT",https://www.eventbrite.com.au/e/spark-your-songwriting-online-songwriting-circle-free-event-tickets-107510771612?aff=ebdssbonlinesearch
465,Night Writing- Online Songwriting Circle (Free Event),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101961850%2F172207750732%2F1%2Foriginal.20200527-111602?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C648%2C5184%2C2592&s=5186aaac8abed8a49058f74495f9a2ac,"Thu, Jun 4, 2020 2:00 AM MDT",https://www.eventbrite.com.au/e/night-writing-online-songwriting-circle-free-event-tickets-106914965540?aff=ebdssbonlinesearch
466,Mary Dunsford Workshop,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102347674%2F23220958794%2F1%2Foriginal.20200601-124952?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C598%2C3242%2C1621&s=501d2ec103e419243f9358588be23ffe,"Sat, Jun 20, 2020 3:00 AM MDT",https://www.eventbrite.com/e/mary-dunsford-workshop-tickets-107067489744?aff=ebdssbonlinesearch
467,Live2UTV Interview with Musician Pete Cornelius,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102358706%2F441453308312%2F1%2Foriginal.20200601-145442?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C30%2C1920%2C960&s=1beedafaebc251dd525c577b16a70ba6,"Sun, Jun 14, 2020 3:00 AM MDT",https://www.eventbrite.com.au/e/live2utv-interview-with-musician-pete-cornelius-tickets-104328984802?aff=ebdssbonlinesearch
468,DCJazzFest From Home Series,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99457776%2F119015619107%2F1%2Foriginal.20200424-194945?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=382%2C0%2C1068%2C534&s=825de94e15775c953040327b94efe728,"Sat, Jul 4, 2020 5:00 PM MDT + 7 more events",https://www.eventbrite.com/e/dcjazzfest-from-home-series-tickets-103369585212?aff=ebdssbonlinesearch
469,#VirtualDayParties & #VirtualVS,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101933614%2F254238099628%2F1%2Foriginal.20200527-013807?w=500&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C141%2C500%2C250&s=534313a03fd8c142b3b0863026d35472,"Thu, Jul 2, 2020 4:00 PM MDT + 17 more events",https://www.eventbrite.com/e/virtualdayparties-virtualvs-tickets-101654344882?aff=ebdssbonlinesearch
470,1D AFTER 10 YEARS CONCERT PARTY,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100915676%2F446328596098%2F1%2Foriginal.20200513-213813?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=166%2C0%2C554%2C277&s=35c0a476819973aa76366467010597bd,"Wed, Jul 22, 2020 2:00 PM MDT",https://www.eventbrite.co.uk/e/1d-after-10-years-concert-party-tickets-105309784400?aff=ebdssbonlinesearch
471,"Virtual Emo Night: For Fans of Taking Back Sunday, American Football, Blink",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101155988%2F3358207041%2F1%2Foriginal.20200516-200810?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=1477fdd84d77c3f30f11d35b3e4e8bd0,"Mon, Jul 6, 2020 7:30 PM MDT + 14 more events",https://www.eventbrite.com/e/virtual-emo-night-for-fans-of-taking-back-sunday-american-football-blink-tickets-103715622218?aff=ebdssbonlinesearch
472,"Virtual Post Punk Night: For Fans of The Strokes, Joy Division",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101162644%2F3358207041%2F1%2Foriginal.20200516-234622?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=251e37fd50a33c5c488bcaacc1e2e97e,"Wed, Jul 1, 2020 6:00 PM MDT + 22 more events",https://www.eventbrite.com/e/virtual-post-punk-night-for-fans-of-the-strokes-joy-division-tickets-101923086696?aff=ebdssbonlinesearch
473,Decentralized Dance Party- Virtual Edition!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F98970954%2F16299566841%2F1%2Foriginal.20200418-053334?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C96%2C1600%2C800&s=22d884332b6f497b9942995a136c6ba5,"Sat, Jul 4, 2020 6:00 PM MDT + 16 more events",https://www.eventbrite.com/e/decentralized-dance-party-virtual-edition-tickets-103023213204?aff=ebdssbonlinesearch
474,Virtual Rap Concert: Rappers From Everywhere on Zoom,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100550556%2F3358207041%2F1%2Foriginal.20200508-205729?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=0a7ea9ca424ad6de502bfe3097dc895f,"Mon, Jul 6, 2020 6:00 PM MDT + 24 more events",https://www.eventbrite.com/e/virtual-rap-concert-rappers-from-everywhere-on-zoom-tickets-102438724984?aff=ebdssbonlinesearch
475,Online Reggae Radio,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F98683864%2F6319564445%2F1%2Foriginal.20200414-174811?w=342&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C66%2C342%2C171&s=d5d2cd81456863fee9b6cd1e9f45a776,"Thu, Jul 2, 2020 9:00 PM MDT + 85 more events",https://www.eventbrite.com/e/online-reggae-radio-tickets-102708140814?aff=ebdssbonlinesearch
476,DJ Miyuki Trance Livestream,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F98239422%2F438861783742%2F1%2Foriginal.20200408-025956?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C49%2C2048%2C1024&s=84715274f726b518b1790fb8c0840dde,"Fri, Jul 3, 2020 9:00 PM MDT + 89 more events",https://www.eventbrite.com/e/dj-miyuki-trance-livestream-tickets-102227003720?aff=ebdssbonlinesearch
477,Virtual DJ Sessions: Dance & Chill From Home,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100563718%2F3358207041%2F1%2Foriginal.20200509-021157?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=86bfdb47136539eec4c30a4bddf3e4da,"Fri, Jul 3, 2020 6:00 PM MDT + 22 more events",https://www.eventbrite.com/e/virtual-dj-sessions-dance-chill-from-home-tickets-102437882464?aff=ebdssbonlinesearch
478,The 808 Experience: Online Music Industry Networking Event,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99041292%2F314385180474%2F1%2Foriginal.20200420-012037?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C587%2C4032%2C2016&s=a37ff6f6e6c4bb9f323bfbc828eedcdd,"Sat, Jul 4, 2020 12:00 PM MDT + 5 more events",https://www.eventbrite.com/e/the-808-experience-online-music-industry-networking-event-tickets-103102616702?aff=ebdssbonlinesearch
479,Conversations About Jazz and Other Distractions with Carl Anthony,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F102146900%2F2351154677%2F1%2Foriginal.20200529-044043?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ae8604ee528a30e476b0b5b01718ac72,"Thu, Jul 9, 2020 5:30 PM MDT + 13 more events",https://www.eventbrite.com/e/conversations-about-jazz-and-other-distractions-with-carl-anthony-tickets-107173077560?aff=ebdssbonlinesearch
480,The Art of Songwriting: Backstage,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F99606932%2F59944354627%2F1%2Foriginal.20200427-174610?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C289%2C1000%2C500&s=1fc93de1183bb7e48235b9f529d2e4b1,"Fri, Jul 3, 2020 5:30 PM MDT",https://www.eventbrite.com/e/the-art-of-songwriting-backstage-tickets-94854208491?aff=ebdssbonlinesearch
481,Virtual Tuesday Night Record Club - Pink Floyd: Wish You Were Here,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100544814%2F32402242021%2F1%2Foriginal.20200324-141734?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=2256792704d517eb6eab81de9a9a75d4,"Tue, Jul 7, 2020 5:30 PM MDT",https://www.eventbrite.com/e/virtual-tuesday-night-record-club-pink-floyd-wish-you-were-here-tickets-104793536288?aff=ebdssbonlinesearch
482,Virtual Tuesday Night Record Club - Peter Gabriel: So,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100545264%2F32402242021%2F1%2Foriginal.20200324-141734?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=17b3c4e6589b65d903a7c90f4bfe452d,"Tue, Jul 21, 2020 5:30 PM MDT",https://www.eventbrite.com/e/virtual-tuesday-night-record-club-peter-gabriel-so-tickets-104794150124?aff=ebdssbonlinesearch
483,FREE Simply Music Piano Introductory Session (via ZOOM!),https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67179239%2F83037378099%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=1291%2C624%2C1972%2C986&s=842570cdac16f60bea4fffa9870f7615,"Tue, Jul 14, 2020 8:00 PM MDT + 1 more event",https://www.eventbrite.ca/e/free-simply-music-piano-introductory-session-via-zoom-tickets-67342173253?aff=ebdssbonlinesearch
484,fromZero online jam sessions,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F100778280%2F28760323807%2F1%2Foriginal.20200512-154429?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=8edd1c1a56ebe4d1cefd56f280576e88,"Sat, Jul 4, 2020 5:00 PM MDT",https://www.eventbrite.ca/e/fromzero-online-jam-sessions-tickets-105106378006?aff=ebdssbonlinesearch
485,"Virtual Synth Pop Night: For Fans of Grimes, Tame Impala, M83",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F101155772%2F3358207041%2F1%2Foriginal.20200516-200136?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1080%2C540&s=4216812ceb05926f79721b7dc41c9d89,"Wed, Jul 1, 2020 7:30 PM MDT + 27 more events",https://www.eventbrite.com/e/virtual-synth-pop-night-for-fans-of-grimes-tame-impala-m83-tickets-105582301506?aff=ebdssbonlinesearch
486,The Playlist Party,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F97846790%2F65485509079%2F1%2Foriginal.20200402-082513?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C40%2C1280%2C640&s=609eec9ec7b65d0ab3dca2391eb9c364,"Wed, Jul 1, 2020 1:00 PM MDT + 43 more events",https://www.eventbrite.com/e/the-playlist-party-tickets-101787266454?aff=ebdssbonlinesearch
